"customer_id","first_name","last_name","purchase_date","bulan","tanggal","purchase_count","total_spent"
"9036","Tina","Taylor","2023-02-15 00:00:00+00","2","15","11","30840"
"9633","Timothy","Ferguson","2023-02-05 00:00:00+00","2","5","10","85690"
"9103","James","Pena","2023-02-14 00:00:00+00","2","14","6","9500"
"9182","Pamela","Patterson","2023-02-18 00:00:00+00","2","18","24","85075"
"9118","Anita","Taylor","2023-02-04 00:00:00+00","2","4","13","93230"
"9690","Karen","Mejia","2023-02-06 00:00:00+00","2","6","24","72770"
"9885","Gerald","Rodriguez","2023-02-04 00:00:00+00","2","4","12","18215"
"9220","Laura","Wood","2023-02-10 00:00:00+00","2","10","7","94965"
"9633","Timothy","Ferguson","2023-02-06 00:00:00+00","2","6","15","102700"
"9920","Kimberly","Palmer","2023-02-02 00:00:00+00","2","2","6","8200"
"9156","Emma","Sims","2023-02-11 00:00:00+00","2","11","16","72310"
"9807","Scott","Fuller","2023-02-06 00:00:00+00","2","6","15","150325"
"9470","Angela","Sherman","2023-02-04 00:00:00+00","2","4","7","15440"
"9522","Morgan","Thomas","2023-02-09 00:00:00+00","2","9","12","21965"
"9087","Roger","Rowland","2023-02-09 00:00:00+00","2","9","46","489400"
"9875","Henry","Mack","2023-02-18 00:00:00+00","2","18","11","24350"
"9470","Angela","Sherman","2023-02-13 00:00:00+00","2","13","11","97560"
"9422","Crystal","Jones","2023-02-17 00:00:00+00","2","17","12","82680"
"9442","Nicole","Lowe","2023-02-13 00:00:00+00","2","13","13","52870"
"9259","Brandon","Jimenez","2023-02-07 00:00:00+00","2","7","30","193505"
"9313","Christopher","Garcia","2023-02-07 00:00:00+00","2","7","11","19235"
"9797","Robert","Thompson","2023-02-01 00:00:00+00","2","1","9","7480"
"9170","Shannon","Evans","2023-02-13 00:00:00+00","2","13","10","12465"
"9322","Lauren","Graves","2023-02-15 00:00:00+00","2","15","21","32590"
"9736","Laura","Harris","2023-02-11 00:00:00+00","2","11","4","9800"
"9065","John","Curry","2023-02-08 00:00:00+00","2","8","11","56430"
"9398","Alexandra","Anderson","2023-02-06 00:00:00+00","2","6","14","129465"
"9605","Justin","Jordan","2023-02-19 00:00:00+00","2","19","4","66975"
"9338","Angela","Landry","2023-02-10 00:00:00+00","2","10","12","20140"
"9840","Elizabeth","Martinez","2023-02-16 00:00:00+00","2","16","9","14425"
"9289","Robert","Moore","2023-02-17 00:00:00+00","2","17","8","14195"
"9175","Justin","Briggs","2023-02-08 00:00:00+00","2","8","9","24875"
"9178","Megan","Martinez","2023-02-06 00:00:00+00","2","6","14","161965"
"9161","Andrew","Miller","2023-02-16 00:00:00+00","2","16","13","22515"
"9996","Annette","Thompson","2023-02-20 00:00:00+00","2","20","5","15335"
"9740","Jennifer","Wilson","2023-02-05 00:00:00+00","2","5","18","37870"
"9257","Jason","Woodward","2023-02-18 00:00:00+00","2","18","14","26335"
"9295","Michael","Rios","2023-02-14 00:00:00+00","2","14","15","52255"
"9126","Melissa","Cooper","2023-02-09 00:00:00+00","2","9","20","133555"
"9641","Robert","Hanna","2023-02-07 00:00:00+00","2","7","21","31565"
"9104","Rebecca","Davis","2023-02-02 00:00:00+00","2","2","12","22055"
"9146","Stacey","Sanchez","2023-02-03 00:00:00+00","2","3","9","21260"
"9844","Kristina","Clark","2023-02-16 00:00:00+00","2","16","12","87070"
"9127","Bradley","Landry","2023-02-19 00:00:00+00","2","19","10","55735"
"9658","Melinda","Clark","2023-02-08 00:00:00+00","2","8","20","26055"
"9690","Karen","Mejia","2023-02-08 00:00:00+00","2","8","27","65910"
"9587","Kevin","Dalton","2023-02-07 00:00:00+00","2","7","15","162075"
"9280","Samantha","Rowland","2023-02-12 00:00:00+00","2","12","31","232950"
"9912","Christine","Hinton","2023-02-13 00:00:00+00","2","13","15","119325"
"9093","Bruce","Parker","2023-02-03 00:00:00+00","2","3","7","176650"
"9132","Kimberly","Oliver","2023-02-06 00:00:00+00","2","6","19","97435"
"9314","Lauren","Ford","2023-02-18 00:00:00+00","2","18","10","18350"
"9029","Brian","Wallace","2023-02-17 00:00:00+00","2","17","15","107620"
"9261","James","Wiley","2023-02-10 00:00:00+00","2","10","22","117545"
"9771","Jonathan","Palmer","2023-02-15 00:00:00+00","2","15","8","91890"
"9067","Hector","Powell","2023-02-18 00:00:00+00","2","18","23","124590"
"9241","Brian","Wallace","2023-02-18 00:00:00+00","2","18","7","6695"
"9352","Emily","Thomas","2023-02-12 00:00:00+00","2","12","17","107865"
"9145","John","Ponce","2023-02-09 00:00:00+00","2","9","12","26395"
"9065","John","Curry","2023-02-06 00:00:00+00","2","6","23","115880"
"9228","Megan","Gonzalez","2023-02-18 00:00:00+00","2","18","14","188905"
"9217","Benjamin","Chapman","2023-02-05 00:00:00+00","2","5","4","15330"
"9136","Jennifer","Wong","2023-02-07 00:00:00+00","2","7","11","28705"
"9677","Tyler","Reed","2023-02-17 00:00:00+00","2","17","7","12505"
"9926","Amanda","Mckinney","2023-02-07 00:00:00+00","2","7","17","22110"
"9587","Kevin","Dalton","2023-02-11 00:00:00+00","2","11","10","20600"
"9560","Heather","Nelson","2023-02-13 00:00:00+00","2","13","13","183680"
"9436","Jessica","Brown","2023-02-16 00:00:00+00","2","16","23","25610"
"9908","Amy","Anderson","2023-02-03 00:00:00+00","2","3","9","13925"
"9213","Andre","Burgess","2023-02-02 00:00:00+00","2","2","8","9115"
"9182","Pamela","Patterson","2023-02-11 00:00:00+00","2","11","8","8040"
"9659","Nicholas","Hamilton","2023-02-10 00:00:00+00","2","10","10","27620"
"9931","Edward","Williams","2023-02-13 00:00:00+00","2","13","32","65265"
"9630","Caitlin","Thomas","2023-02-15 00:00:00+00","2","15","15","21150"
"9198","Kristen","Willis","2023-02-13 00:00:00+00","2","13","6","7415"
"9671","Michael","Sullivan","2023-02-03 00:00:00+00","2","3","22","228740"
"9159","Curtis","Johnson","2023-02-09 00:00:00+00","2","9","2","2455"
"9892","Gina","Riley","2023-02-11 00:00:00+00","2","11","11","35155"
"9450","Katrina","Hernandez","2023-02-04 00:00:00+00","2","4","14","109150"
"9218","Claudia","Curtis","2023-02-18 00:00:00+00","2","18","12","78200"
"9449","Drew","Johnson","2023-02-15 00:00:00+00","2","15","12","22195"
"9037","William","Bradford","2023-02-05 00:00:00+00","2","5","13","30380"
"9137","Christopher","Bryant","2023-02-04 00:00:00+00","2","4","9","131945"
"9676","Brandy","Mcguire","2023-02-18 00:00:00+00","2","18","13","33920"
"9743","Dustin","Mahoney","2023-02-09 00:00:00+00","2","9","9","20765"
"9476","Courtney","Castro","2023-02-07 00:00:00+00","2","7","11","73880"
"9933","Benjamin","Fields","2023-02-17 00:00:00+00","2","17","11","26980"
"9893","Troy","Walker","2023-02-12 00:00:00+00","2","12","10","124230"
"9059","Eduardo","Sharp","2023-02-05 00:00:00+00","2","5","16","172145"
"9259","Brandon","Jimenez","2023-02-15 00:00:00+00","2","15","13","90875"
"9417","Kyle","Russell","2023-02-07 00:00:00+00","2","7","20","38850"
"9255","Brian","Kerr","2023-02-09 00:00:00+00","2","9","9","7190"
"9671","Michael","Sullivan","2023-02-13 00:00:00+00","2","13","17","23915"
"9059","Eduardo","Sharp","2023-02-13 00:00:00+00","2","13","8","10480"
"9072","Autumn","Glover","2023-02-03 00:00:00+00","2","3","11","122075"
"9435","Tyler","Matthews","2023-02-05 00:00:00+00","2","5","10","16385"
"9779","Ernest","Mclaughlin","2023-02-01 00:00:00+00","2","1","7","10730"
"9516","Regina","Thompson","2023-02-07 00:00:00+00","2","7","4","9750"
"9661","James","Evans","2023-02-16 00:00:00+00","2","16","15","71535"
"9871","Javier","Sutton","2023-02-03 00:00:00+00","2","3","5","7735"
"9565","Ethan","Weeks","2023-02-18 00:00:00+00","2","18","10","36880"
"9446","Angela","Quinn","2023-02-15 00:00:00+00","2","15","18","134550"
"9479","Allen","Higgins","2023-02-11 00:00:00+00","2","11","25","39575"
"9841","Joel","Key","2023-02-15 00:00:00+00","2","15","10","15660"
"9947","Jerry","Ford","2023-02-16 00:00:00+00","2","16","15","12715"
"9246","Jennifer","Peterson","2023-02-08 00:00:00+00","2","8","10","13625"
"9670","Anna","Vasquez","2023-02-12 00:00:00+00","2","12","6","20550"
"9011","Ricardo","Marshall","2023-02-13 00:00:00+00","2","13","10","19155"
"9866","Kristy","Jordan","2023-02-09 00:00:00+00","2","9","19","27240"
"9545","Matthew","Duran","2023-02-10 00:00:00+00","2","10","12","17925"
"9051","Steven","Bray","2023-02-03 00:00:00+00","2","3","8","60970"
"9794","Carrie","Cox","2023-02-14 00:00:00+00","2","14","8","13565"
"9187","Jerry","Holloway","2023-02-09 00:00:00+00","2","9","9","22810"
"9301","James","Pena","2023-02-11 00:00:00+00","2","11","25","111040"
"9367","Jeffrey","Romero","2023-02-18 00:00:00+00","2","18","30","51890"
"9410","Angel","May","2023-02-16 00:00:00+00","2","16","28","61125"
"9043","Mitchell","Kelly","2023-02-01 00:00:00+00","2","1","12","16340"
"9682","Morgan","Gonzalez","2023-02-13 00:00:00+00","2","13","25","248735"
"9582","Amy","Rojas","2023-02-01 00:00:00+00","2","1","10","15510"
"9581","Jacob","Castaneda","2023-02-20 00:00:00+00","2","20","7","21270"
"9852","Rachel","Shaw","2023-02-07 00:00:00+00","2","7","11","108115"
"9030","Melissa","Ramos","2023-02-07 00:00:00+00","2","7","21","40695"
"9064","Gabrielle","Jackson","2023-02-03 00:00:00+00","2","3","10","19595"
"9049","James","Owens","2023-02-17 00:00:00+00","2","17","7","6785"
"9963","Joseph","Rodriguez","2023-02-12 00:00:00+00","2","12","24","175465"
"9300","Ashley","Moses","2023-02-05 00:00:00+00","2","5","7","9815"
"9057","Joseph","Walls","2023-02-19 00:00:00+00","2","19","13","33995"
"9064","Gabrielle","Jackson","2023-02-12 00:00:00+00","2","12","13","47320"
"9334","Carrie","Lynch","2023-02-13 00:00:00+00","2","13","10","35890"
"9530","Rachael","Werner","2023-02-04 00:00:00+00","2","4","10","15395"
"9345","Joshua","Oliver","2023-02-14 00:00:00+00","2","14","9","9670"
"9623","John","Bailey","2023-02-08 00:00:00+00","2","8","9","7545"
"9411","Christopher","Peck","2023-02-14 00:00:00+00","2","14","16","29735"
"9500","Kimberly","Wilson","2023-02-01 00:00:00+00","2","1","7","63900"
"9307","Angel","Wilson","2023-02-14 00:00:00+00","2","14","12","43025"
"9853","Michael","Jacobs","2023-02-05 00:00:00+00","2","5","10","22410"
"9222","Karen","Fisher","2023-02-04 00:00:00+00","2","4","10","19205"
"9270","Robin","Jefferson","2023-02-14 00:00:00+00","2","14","6","12440"
"9442","Nicole","Lowe","2023-02-10 00:00:00+00","2","10","8","20355"
"9924","Wanda","Campbell","2023-02-04 00:00:00+00","2","4","9","56740"
"9621","Albert","Freeman","2023-02-14 00:00:00+00","2","14","16","61695"
"9071","Ruben","Christensen","2023-02-15 00:00:00+00","2","15","11","22000"
"9633","Timothy","Ferguson","2023-02-16 00:00:00+00","2","16","23","153370"
"9298","Megan","Johnson","2023-02-14 00:00:00+00","2","14","17","208630"
"9166","Monica","Garcia","2023-02-18 00:00:00+00","2","18","25","311955"
"9322","Lauren","Graves","2023-02-06 00:00:00+00","2","6","20","276490"
"9550","Allison","Bryan","2023-02-11 00:00:00+00","2","11","9","13120"
"9749","Michael","Williams","2023-02-05 00:00:00+00","2","5","15","21275"
"9008","Pamela","Padilla","2023-02-19 00:00:00+00","2","19","5","10175"
"9701","Tyler","Matthews","2023-02-05 00:00:00+00","2","5","9","11945"
"9179","Kyle","Russell","2023-02-08 00:00:00+00","2","8","21","107825"
"9156","Emma","Sims","2023-02-17 00:00:00+00","2","17","9","161380"
"9600","Jessica","Bailey","2023-02-15 00:00:00+00","2","15","14","30625"
"9024","Elizabeth","Drake","2023-02-11 00:00:00+00","2","11","12","14470"
"9913","Donald","Garcia","2023-02-11 00:00:00+00","2","11","9","106560"
"9358","Stephanie","Hayes","2023-02-07 00:00:00+00","2","7","15","25385"
"9960","Michelle","Ray","2023-02-12 00:00:00+00","2","12","4","11440"
"9013","Robert","Martinez","2023-02-15 00:00:00+00","2","15","17","101490"
"9657","Dylan","Peters","2023-02-09 00:00:00+00","2","9","10","11970"
"9956","Courtney","Callahan","2023-02-19 00:00:00+00","2","19","10","101625"
"9665","Justin","Ortiz","2023-02-02 00:00:00+00","2","2","8","176510"
"9731","Kristopher","Nelson","2023-02-15 00:00:00+00","2","15","9","19960"
"9649","Michael","Thomas","2023-02-09 00:00:00+00","2","9","15","109045"
"9065","John","Curry","2023-02-03 00:00:00+00","2","3","14","169145"
"9576","Judith","Pacheco","2023-02-18 00:00:00+00","2","18","12","12280"
"9903","Brandon","Beasley","2023-02-11 00:00:00+00","2","11","7","5490"
"9311","Jason","Silva","2023-02-12 00:00:00+00","2","12","14","33455"
"9294","Tracie","Sanchez","2023-02-13 00:00:00+00","2","13","7","16995"
"9691","Ryan","Walsh","2023-02-18 00:00:00+00","2","18","10","94115"
"9688","Judith","Buckley","2023-02-12 00:00:00+00","2","12","12","34855"
"9107","Michael","Diaz","2023-02-16 00:00:00+00","2","16","10","94525"
"9554","Cheryl","Jackson","2023-02-12 00:00:00+00","2","12","33","190720"
"9482","Aimee","Thompson","2023-02-12 00:00:00+00","2","12","8","96220"
"9937","Leroy","Wells","2023-02-04 00:00:00+00","2","4","9","26010"
"9706","Sabrina","Gomez","2023-02-16 00:00:00+00","2","16","6","17750"
"9141","Kelly","Taylor","2023-02-09 00:00:00+00","2","9","20","32120"
"9379","Luke","Sandoval","2023-02-08 00:00:00+00","2","8","11","21320"
"9480","Linda","Davis","2023-02-14 00:00:00+00","2","14","12","19290"
"9541","Roger","Hurst","2023-02-14 00:00:00+00","2","14","6","5950"
"9677","Tyler","Reed","2023-02-04 00:00:00+00","2","4","14","246720"
"9614","Lisa","Hayden","2023-02-19 00:00:00+00","2","19","8","75230"
"9812","Bonnie","Vaughn","2023-02-09 00:00:00+00","2","9","13","93185"
"9773","Walter","Parrish","2023-02-08 00:00:00+00","2","8","5","82070"
"9600","Jessica","Bailey","2023-02-05 00:00:00+00","2","5","5","13815"
"9278","Amanda","Silva","2023-02-19 00:00:00+00","2","19","7","20575"
"9711","Danny","Abbott","2023-02-06 00:00:00+00","2","6","10","70295"
"9449","Drew","Johnson","2023-02-14 00:00:00+00","2","14","13","31345"
"9811","David","Kelley","2023-02-03 00:00:00+00","2","3","15","45405"
"9479","Allen","Higgins","2023-02-14 00:00:00+00","2","14","10","169630"
"9356","Jody","Daniel","2023-02-06 00:00:00+00","2","6","9","88840"
"9193","Fernando","White","2023-02-12 00:00:00+00","2","12","10","11620"
"9329","Cory","Young","2023-02-15 00:00:00+00","2","15","9","128395"
"9847","Paul","Harvey","2023-02-02 00:00:00+00","2","2","18","31270"
"9136","Jennifer","Wong","2023-02-02 00:00:00+00","2","2","11","20065"
"9220","Laura","Wood","2023-02-11 00:00:00+00","2","11","14","144730"
"9184","Stacy","Liu","2023-02-05 00:00:00+00","2","5","19","29545"
"9901","James","Mccall","2023-02-16 00:00:00+00","2","16","22","68705"
"9347","Charles","Valenzuela","2023-02-06 00:00:00+00","2","6","13","66240"
"9863","Jeffery","Bailey","2023-02-14 00:00:00+00","2","14","9","92625"
"9316","Misty","Pierce","2023-02-13 00:00:00+00","2","13","22","112065"
"9696","Michelle","Smith","2023-02-08 00:00:00+00","2","8","8","13360"
"9113","Joseph","Jones","2023-02-17 00:00:00+00","2","17","10","184500"
"9553","Ryan","Dixon","2023-02-18 00:00:00+00","2","18","12","73400"
"9698","Carrie","Moore","2023-02-04 00:00:00+00","2","4","6","65270"
"9569","Thomas","Goodwin","2023-02-20 00:00:00+00","2","20","13","50160"
"9468","Melissa","Taylor","2023-02-04 00:00:00+00","2","4","11","63670"
"9276","Cheryl","Ibarra","2023-02-06 00:00:00+00","2","6","8","9575"
"9074","Heidi","Hernandez","2023-02-07 00:00:00+00","2","7","20","108540"
"9000","Rachel","Harris","2023-02-01 00:00:00+00","2","1","9","109805"
"9139","Gregory","Allen","2023-02-15 00:00:00+00","2","15","12","23460"
"9477","James","Wood","2023-02-14 00:00:00+00","2","14","7","14190"
"9879","Scott","Richardson","2023-02-11 00:00:00+00","2","11","12","116280"
"9585","Ralph","Hill","2023-02-13 00:00:00+00","2","13","10","19740"
"9170","Shannon","Evans","2023-02-08 00:00:00+00","2","8","7","70835"
"9113","Joseph","Jones","2023-02-08 00:00:00+00","2","8","28","207335"
"9533","David","Kelley","2023-02-15 00:00:00+00","2","15","7","21760"
"9790","Rebecca","Lewis","2023-02-17 00:00:00+00","2","17","6","7610"
"9779","Ernest","Mclaughlin","2023-02-07 00:00:00+00","2","7","10","21235"
"9795","Julian","Serrano","2023-02-17 00:00:00+00","2","17","12","21225"
"9778","Judith","Cook","2023-02-17 00:00:00+00","2","17","14","73400"
"9092","Sylvia","Bradley","2023-02-13 00:00:00+00","2","13","26","136320"
"9867","Erik","Cox","2023-02-07 00:00:00+00","2","7","19","159040"
"9546","Amanda","Macdonald","2023-02-09 00:00:00+00","2","9","11","101885"
"9130","Laura","Bolton","2023-02-07 00:00:00+00","2","7","10","21100"
"9984","Linda","Peterson","2023-02-08 00:00:00+00","2","8","11","111505"
"9199","Timothy","Edwards","2023-02-17 00:00:00+00","2","17","11","11525"
"9926","Amanda","Mckinney","2023-02-02 00:00:00+00","2","2","15","27315"
"9471","Dustin","Mahoney","2023-02-11 00:00:00+00","2","11","6","109170"
"9976","Stacy","Torres","2023-02-10 00:00:00+00","2","10","10","11435"
"9830","Jamie","Oneal","2023-02-13 00:00:00+00","2","13","7","8395"
"9523","Mark","Williams","2023-02-19 00:00:00+00","2","19","17","22045"
"9484","Amber","Harrison","2023-02-01 00:00:00+00","2","1","6","9500"
"9346","Sarah","Kim","2023-02-10 00:00:00+00","2","10","7","9170"
"9247","Ian","Garcia","2023-02-02 00:00:00+00","2","2","9","23185"
"9519","Daniel","Martin","2023-02-12 00:00:00+00","2","12","9","16305"
"9004","Melissa","Lewis","2023-02-11 00:00:00+00","2","11","7","12790"
"9650","Michele","Miller","2023-02-02 00:00:00+00","2","2","11","53440"
"9668","Amanda","Manning","2023-02-15 00:00:00+00","2","15","10","15775"
"9061","Joshua","Garza","2023-02-02 00:00:00+00","2","2","4","7995"
"9855","Nicholas","Allen","2023-02-02 00:00:00+00","2","2","10","88920"
"9605","Justin","Jordan","2023-02-02 00:00:00+00","2","2","25","83395"
"9997","Erik","Meyer","2023-02-06 00:00:00+00","2","6","4","8470"
"9853","Michael","Jacobs","2023-02-08 00:00:00+00","2","8","7","12425"
"9099","Michael","Rios","2023-02-12 00:00:00+00","2","12","15","44670"
"9147","Anthony","Sanders","2023-02-20 00:00:00+00","2","20","11","25995"
"9624","Carrie","Wolf","2023-02-18 00:00:00+00","2","18","22","151690"
"9503","Ryan","Gibson","2023-02-05 00:00:00+00","2","5","5","7655"
"9101","Shawn","Valencia","2023-02-06 00:00:00+00","2","6","28","37895"
"9964","Jasmin","Mcclain","2023-02-17 00:00:00+00","2","17","6","4240"
"9876","Brittany","Davis","2023-02-10 00:00:00+00","2","10","18","77460"
"9752","Kathy","King","2023-02-17 00:00:00+00","2","17","11","85430"
"9600","Jessica","Bailey","2023-02-06 00:00:00+00","2","6","8","20690"
"9493","Ernest","Mclaughlin","2023-02-04 00:00:00+00","2","4","9","13075"
"9395","Nicholas","Hamilton","2023-02-01 00:00:00+00","2","1","7","13425"
"9462","Stacey","Smith","2023-02-17 00:00:00+00","2","17","26","174740"
"9336","Natasha","Oconnor","2023-02-06 00:00:00+00","2","6","21","43830"
"9962","Sara","Evans","2023-02-15 00:00:00+00","2","15","9","9090"
"9575","Michael","Bennett","2023-02-14 00:00:00+00","2","14","9","12000"
"9660","Mary","Turner","2023-02-06 00:00:00+00","2","6","14","33705"
"9871","Javier","Sutton","2023-02-02 00:00:00+00","2","2","10","84875"
"9202","Danielle","Evans","2023-02-03 00:00:00+00","2","3","9","15650"
"9373","Michael","Miller","2023-02-04 00:00:00+00","2","4","7","8335"
"9159","Curtis","Johnson","2023-02-20 00:00:00+00","2","20","11","33455"
"9435","Tyler","Matthews","2023-02-10 00:00:00+00","2","10","9","81030"
"9766","Jennifer","Williams","2023-02-04 00:00:00+00","2","4","7","8165"
"9917","William","Drake","2023-02-07 00:00:00+00","2","7","12","151405"
"9452","Ashley","Newman","2023-02-08 00:00:00+00","2","8","27","56030"
"9636","Jessica","Romero","2023-02-11 00:00:00+00","2","11","6","6900"
"9376","Stacey","Sanchez","2023-02-16 00:00:00+00","2","16","8","11135"
"9848","Tracy","Black","2023-02-05 00:00:00+00","2","5","11","51735"
"9315","Bradley","Sellers","2023-02-10 00:00:00+00","2","10","11","20015"
"9909","Connor","Stevens","2023-02-17 00:00:00+00","2","17","6","50550"
"9888","Melissa","Thomas","2023-02-02 00:00:00+00","2","2","19","115515"
"9743","Dustin","Mahoney","2023-02-13 00:00:00+00","2","13","17","87930"
"9611","Henry","Mack","2023-02-18 00:00:00+00","2","18","12","197085"
"9694","Michelle","Dean","2023-02-03 00:00:00+00","2","3","8","89330"
"9010","Cassie","Stewart","2023-02-09 00:00:00+00","2","9","10","26435"
"9001","Benjamin","Chapman","2023-02-10 00:00:00+00","2","10","8","139055"
"9993","Brian","Richards","2023-02-09 00:00:00+00","2","9","8","14450"
"9280","Samantha","Rowland","2023-02-17 00:00:00+00","2","17","6","71685"
"9901","James","Mccall","2023-02-02 00:00:00+00","2","2","13","40640"
"9994","Amy","Wood","2023-02-08 00:00:00+00","2","8","18","143770"
"9142","Jacqueline","Huber","2023-02-18 00:00:00+00","2","18","3","4305"
"9049","James","Owens","2023-02-16 00:00:00+00","2","16","13","20535"
"9822","Michelle","Lopez","2023-02-07 00:00:00+00","2","7","29","87330"
"9052","Valerie","Hansen","2023-02-12 00:00:00+00","2","12","10","106960"
"9269","Matthew","Garcia","2023-02-15 00:00:00+00","2","15","16","104405"
"9159","Curtis","Johnson","2023-02-08 00:00:00+00","2","8","25","38425"
"9933","Benjamin","Fields","2023-02-16 00:00:00+00","2","16","23","130470"
"9793","John","Willis","2023-02-08 00:00:00+00","2","8","8","18480"
"9306","Becky","Hamilton","2023-02-15 00:00:00+00","2","15","9","13115"
"9831","Hunter","Nelson","2023-02-14 00:00:00+00","2","14","6","8010"
"9185","David","Flores","2023-02-01 00:00:00+00","2","1","9","157215"
"9388","Christina","Johnson","2023-02-14 00:00:00+00","2","14","11","25050"
"9584","Jennifer","George","2023-02-14 00:00:00+00","2","14","15","83545"
"9236","Sara","Gibson","2023-02-10 00:00:00+00","2","10","8","11755"
"9155","Michael","Brown","2023-02-09 00:00:00+00","2","9","12","65715"
"9415","John","Mejia","2023-02-16 00:00:00+00","2","16","14","82975"
"9906","Lindsey","Boyd","2023-02-13 00:00:00+00","2","13","9","10845"
"9349","Albert","Freeman","2023-02-08 00:00:00+00","2","8","13","22540"
"9727","Shawn","Martinez","2023-02-02 00:00:00+00","2","2","14","97090"
"9912","Christine","Hinton","2023-02-02 00:00:00+00","2","2","22","137930"
"9436","Jessica","Brown","2023-02-17 00:00:00+00","2","17","12","107685"
"9119","Tony","Rivera","2023-02-11 00:00:00+00","2","11","10","16370"
"9346","Sarah","Kim","2023-02-20 00:00:00+00","2","20","12","27175"
"9725","Erik","Baker","2023-02-05 00:00:00+00","2","5","12","27790"
"9859","Darrell","Byrd","2023-02-05 00:00:00+00","2","5","7","31240"
"9343","Michael","Silva","2023-02-12 00:00:00+00","2","12","10","15795"
"9026","Lisa","Clark","2023-02-19 00:00:00+00","2","19","12","36955"
